run_id,presentation_seed,position,activity_id,activity
run_001,2027,23,a_FJ79,Students examine recommendations to establish reputable guardian networks for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,24,a_GJ01,Students examine recommendations to look for sustainable wood logos when purchasing new products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,25,a_YG59,Students examine recommendations to display reminders for turning off heating in communal areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,26,a_BM70,Students examine recommendations to offer neighbours scrap steel collection runs for recycling and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,27,a_QZ46,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,28,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,29,a_DN06,Students examine recommendations to have a clothesline for air drying clothes on warmer days and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,30,a_YT58,Students examine recommendations to find a collection of healthy plant-based recipes for easy meals and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,31,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,32,a_YH14,Students examine recommendations to run plastic bottle collections for making local site furnishings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,33,a_UZ83,Students examine recommendations to hold smartphone donation drives for material recovery events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,34,a_OI93,Students examine recommendations to only purchase second-hand clothing with high-quality fabric and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,35,a_VZ44,Students examine recommendations to prioritise healthy plant-based diets in national dietary guidelines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,36,a_LV09,Students examine recommendations to increase support for insulation audits on local public properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,37,a_BV98,Students examine recommendations to coordinate practical carpool travel for daily commutes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,38,a_IG83,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,39,a_UL96,Students examine recommendations to replace household clothes dryers with suitable clotheslines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,40,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,41,a_VG05,Students examine recommendations to broadcast two-way delivery services for clothes mending groups and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,42,a_CR14,Students examine recommendations to create resident workshop spaces using scrap steel donations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,43,a_JL19,Students examine recommendations to plan out food needed for meals before going grocery shopping and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,44,a_HC33,Students examine recommendations to install heavy indoor blinds on windows for added insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,45,a_JX56,Students examine recommendations to regulate packaging efficiencies that reduce new plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,46,a_XT63,Students examine recommendations to mandate real estate disclosure of heating system efficiencies and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,47,a_QA10,Students examine recommendations to actively source reclaimed steel for optimising home renovations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,48,a_ME52,Students examine recommendations to hold clothing wholesalers responsible for disposal management and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,49,a_JA44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,50,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,51,a_WK66,Students examine recommendations to request restaurants offer options for taking home leftover food and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,52,a_PX53,Students examine recommendations to check for gaps around the home causing inefficient insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,53,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,54,a_IG69,Students examine recommendations to deploy products labels showing recycled plastic content ratios and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,55,a_ES88,Students examine recommendations to manage appliance schedules with community energy networks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,56,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,57,a_NA13,Students examine recommendations to consider choosing energy suppliers with a higher solar mix and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,58,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,59,a_LM10,Students examine recommendations to phase out sales of all clothes dryer machines for private use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,60,a_UG45,Students examine recommendations to invest in shared clothes dryers for neighbourhood hubs and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,61,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,62,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,63,a_MM25,Students examine recommendations to champion locally recycled timber for new infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,64,a_ZK08,Students examine recommendations to seek refrigerant details when replacing home cooling devices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,65,a_EF74,Students examine recommendations to track heating costs using affordable home energy monitors and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,66,a_ZG86,Students examine recommendations to connect local businesses to sustain refrigerant safety projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,67,a_YT28,Students examine recommendations to implement minimum free repair periods for all smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,68,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,69,a_GJ82,Students examine recommendations to make energy-efficient home appliances the lowest cost option and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,70,a_IG12,Students examine recommendations to engage local residents in building adaptable district heating and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,71,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,72,a_HN41,Students examine recommendations to offer options of free installation for bulk household insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,73,a_HP82,Students examine recommendations to make plant-based products in coop markets more accessible and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,74,a_RV43,Students examine recommendations to use smart systems for switching off home appliances not in use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,75,a_ZF69,Students examine recommendations to mandate complete consumption tips on perishable food labels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,76,a_AH38,Students examine recommendations to electrify heating by restricting sales of inefficient space heaters and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,77,a_YY54,Students examine recommendations to care for clothes using labels that detail proper care practices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,78,a_NN50,Students examine recommendations to mindfully aim for longer smartphone use before upgrading and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,79,a_YB47,Students examine recommendations to offer incentives for making more heat pump clothes dryers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,80,a_SY10,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,81,a_KQ12,Students examine recommendations to cater alert registries for local businesses to claim leftover wood and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,82,a_VL30,Students examine recommendations to store leftover foods in airtight containers for next day lunches and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,83,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,84,a_DC62,Students examine recommendations to plan weekly work from home days for less travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,85,a_RA04,Students examine recommendations to standardise use of lower grade wood for non-structural products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,86,a_IC79,Students examine recommendations to add estimated running cost labels to appliance energy ratings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,87,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,88,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,89,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_001,2027,90,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,1,a_GJ01,Students examine recommendations to look for sustainable wood logos when purchasing new products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,2,a_NV89,Students examine recommendations to plan bulk-buy schemes for energy-efficient home appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,3,a_IG83,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,4,a_UG45,Students examine recommendations to invest in shared clothes dryers for neighbourhood hubs and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,5,a_WK66,Students examine recommendations to request restaurants offer options for taking home leftover food and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,6,a_JA44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,7,a_SY10,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,8,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,9,a_JX56,Students examine recommendations to regulate packaging efficiencies that reduce new plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,10,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,11,a_JP43,Students examine recommendations to deploy non-hierarchical appearance grading for wood products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,12,a_ZM35,Students examine recommendations to offer fast government agency approvals for urban tree planting and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,13,a_NS70,Students examine recommendations to engage with community apps listing nearby food for rescue and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,14,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,15,a_YH14,Students examine recommendations to run plastic bottle collections for making local site furnishings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,16,a_AH38,Students examine recommendations to electrify heating by restricting sales of inefficient space heaters and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,17,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,18,a_FR04,Students examine recommendations to provide government sponsorship for long-lifespan smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,19,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,20,a_II96,Students examine recommendations to target rules that ban clothes drying in publicly visible areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,21,a_RV43,Students examine recommendations to use smart systems for switching off home appliances not in use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,22,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,23,a_FJ79,Students examine recommendations to establish reputable guardian networks for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,24,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,25,a_YT58,Students examine recommendations to find a collection of healthy plant-based recipes for easy meals and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,26,a_BM70,Students examine recommendations to offer neighbours scrap steel collection runs for recycling and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,27,a_GJ82,Students examine recommendations to make energy-efficient home appliances the lowest cost option and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,28,a_VL30,Students examine recommendations to store leftover foods in airtight containers for next day lunches and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,29,a_XT63,Students examine recommendations to mandate real estate disclosure of heating system efficiencies and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,30,a_DC62,Students examine recommendations to plan weekly work from home days for less travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,31,a_ZG86,Students examine recommendations to connect local businesses to sustain refrigerant safety projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,32,a_JL19,Students examine recommendations to plan out food needed for meals before going grocery shopping and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,33,a_YY54,Students examine recommendations to care for clothes using labels that detail proper care practices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,34,a_ZJ09,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,35,a_KQ12,Students examine recommendations to cater alert registries for local businesses to claim leftover wood and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,36,a_HS96,Students examine recommendations to determine higher-quality wood products for durable purchases and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,37,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,38,a_DN06,Students examine recommendations to have a clothesline for air drying clothes on warmer days and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,39,a_QA10,Students examine recommendations to actively source reclaimed steel for optimising home renovations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,40,a_WK32,Students examine recommendations to set lower heating settings at home by layering warm clothing and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,41,a_LY95,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,42,a_IG12,Students examine recommendations to engage local residents in building adaptable district heating and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,43,a_ES88,Students examine recommendations to manage appliance schedules with community energy networks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,44,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,45,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,46,a_YT28,Students examine recommendations to implement minimum free repair periods for all smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,47,a_JJ52,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,48,a_NY62,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,49,a_ZK08,Students examine recommendations to seek refrigerant details when replacing home cooling devices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,50,a_FK75,Students examine recommendations to target community activation with pop-up clothing donation bins and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,51,a_CR14,Students examine recommendations to create resident workshop spaces using scrap steel donations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,52,a_NN50,Students examine recommendations to mindfully aim for longer smartphone use before upgrading and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,53,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,54,a_HN41,Students examine recommendations to offer options of free installation for bulk household insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,55,a_NG26,Students examine recommendations to serve only plant-based foods at all public catered events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,56,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,57,a_RA04,Students examine recommendations to standardise use of lower grade wood for non-structural products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,58,a_HC33,Students examine recommendations to install heavy indoor blinds on windows for added insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,59,a_ME52,Students examine recommendations to hold clothing wholesalers responsible for disposal management and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,60,a_TK86,Students examine recommendations to give support to crowdfunded insulation for local applicants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,61,a_HL93,Students examine recommendations to get a second household bin intended for sorting plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,62,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,63,a_UM47,Students examine recommendations to coordinate subsidised home solar panel installation schemes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,64,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,65,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,66,a_ZF69,Students examine recommendations to mandate complete consumption tips on perishable food labels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,67,a_YG59,Students examine recommendations to display reminders for turning off heating in communal areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,68,a_YB47,Students examine recommendations to offer incentives for making more heat pump clothes dryers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,69,a_RO52,Students examine recommendations to take responsibility for a nearby urban tree by adopting it and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,70,a_PX53,Students examine recommendations to check for gaps around the home causing inefficient insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,71,a_UL96,Students examine recommendations to replace household clothes dryers with suitable clotheslines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,72,a_LM10,Students examine recommendations to phase out sales of all clothes dryer machines for private use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,73,a_QZ46,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,74,a_HP82,Students examine recommendations to make plant-based products in coop markets more accessible and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,75,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,76,a_VZ44,Students examine recommendations to prioritise healthy plant-based diets in national dietary guidelines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,77,a_IG69,Students examine recommendations to deploy products labels showing recycled plastic content ratios and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,78,a_IC79,Students examine recommendations to add estimated running cost labels to appliance energy ratings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,79,a_UZ83,Students examine recommendations to hold smartphone donation drives for material recovery events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,80,a_BV98,Students examine recommendations to coordinate practical carpool travel for daily commutes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,81,a_VG05,Students examine recommendations to broadcast two-way delivery services for clothes mending groups and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,82,a_OI93,Students examine recommendations to only purchase second-hand clothing with high-quality fabric and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,83,a_MK83,Students examine recommendations to offer accessible action days checking for refrigeration leaks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,84,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,85,a_MM25,Students examine recommendations to champion locally recycled timber for new infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,86,a_EF74,Students examine recommendations to track heating costs using affordable home energy monitors and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,87,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,88,a_NA13,Students examine recommendations to consider choosing energy suppliers with a higher solar mix and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,89,a_LV09,Students examine recommendations to increase support for insulation audits on local public properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_002,2028,90,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,1,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,2,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,3,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,4,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,5,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,6,a_SY10,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,7,a_FR04,Students examine recommendations to provide government sponsorship for long-lifespan smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,8,a_IG12,Students examine recommendations to engage local residents in building adaptable district heating and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,9,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,10,a_YH14,Students examine recommendations to run plastic bottle collections for making local site furnishings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,11,a_KQ12,Students examine recommendations to cater alert registries for local businesses to claim leftover wood and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,12,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,13,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,14,a_JX56,Students examine recommendations to regulate packaging efficiencies that reduce new plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,15,a_ES88,Students examine recommendations to manage appliance schedules with community energy networks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,16,a_UM47,Students examine recommendations to coordinate subsidised home solar panel installation schemes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,17,a_DC62,Students examine recommendations to plan weekly work from home days for less travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,18,a_XT63,Students examine recommendations to mandate real estate disclosure of heating system efficiencies and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,19,a_WK32,Students examine recommendations to set lower heating settings at home by layering warm clothing and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_003,2029,20,a_NS70,Students examine recommendations to engage with community apps listing nearby food for rescue and determine how the strategy could limit anthropogenic impact on Earth's systems.
